fid,provinsi,kecamatan,desa,kabkot
388,ACEH,TAPAKTUAN,PASAR,ACEH SELATAN
389,ACEH,TAPAKTUAN,PADANG,ACEH SELATAN
390,ACEH,TAPAKTUAN,TEPI AIR,ACEH SELATAN
391,ACEH,TAPAKTUAN,HULU,ACEH SELATAN
392,ACEH,TAPAKTUAN,JAMBO APHA,ACEH SELATAN
393,ACEH,TAPAKTUAN,LHOK BENGKUANG,ACEH SELATAN
394,ACEH,TAPAKTUAN,BATU ITAM,ACEH SELATAN
395,ACEH,TAPAKTUAN,PANJUPIAN,ACEH SELATAN
396,ACEH,TAPAKTUAN,LHOK RUKAM,ACEH SELATAN
397,ACEH,TAPAKTUAN,AIR PINANG,ACEH SELATAN
398,ACEH,TAPAKTUAN,PANTON LUAS,ACEH SELATAN
399,ACEH,SAMADUA,UJUNG TANAH,ACEH SELATAN
400,ACEH,SAMADUA,PAYONAN GADANG,ACEH SELATAN
401,ACEH,SAMADUA,LUBUK LAYU,ACEH SELATAN
402,ACEH,SAMADUA,SUAQ HULU,ACEH SELATAN
403,ACEH,SAMADUA,LUAR,ACEH SELATAN
404,ACEH,SAMADUA,TAMPANG,ACEH SELATAN
405,ACEH,SAMADUA,JILATANG,ACEH SELATAN
406,ACEH,SAMADUA,UJUNG KAMPUNG,ACEH SELATAN
407,ACEH,SAMADUA,AIR SIALANG HULU,ACEH SELATAN
408,ACEH,SAMADUA,AIR SIALANG TENGAH,ACEH SELATAN
409,ACEH,SAMADUA,AIR SIALANG HILIR,ACEH SELATAN
410,ACEH,SAMADUA,SUBARANG,ACEH SELATAN
411,ACEH,SAMADUA,GUNUNG KETEK,ACEH SELATAN
412,ACEH,SAMADUA,KOTA BARU,ACEH SELATAN
413,ACEH,SAMADUA,MADAT,ACEH SELATAN
414,ACEH,SAMADUA,DALAM,ACEH SELATAN
415,ACEH,SAMADUA,TENGAH,ACEH SELATAN
416,ACEH,SAMADUA,BALAI,ACEH SELATAN
417,ACEH,SAMADUA,BARU,ACEH SELATAN
418,ACEH,SAMADUA,GADANG,ACEH SELATAN
419,ACEH,SAMADUA,LADANG KASIK PUTIH,ACEH SELATAN
420,ACEH,SAMADUA,LADANG PANTON LUAS,ACEH SELATAN
421,ACEH,SAMADUA,ALUR SIMERAH,ACEH SELATAN
422,ACEH,SAMADUA,ALUR PINANG,ACEH SELATAN
423,ACEH,SAMADUA,GUNUNG CUT,ACEH SELATAN
424,ACEH,SAMADUA,KUTA BLANG,ACEH SELATAN
425,ACEH,SAMADUA,BATEE TUNGGAI,ACEH SELATAN
426,ACEH,SAMADUA,ARAFAH,ACEH SELATAN
427,ACEH,SAWANG,SAWANG BAU,ACEH SELATAN
428,ACEH,SAWANG,UJUNG PADANG,ACEH SELATAN
429,ACEH,SAWANG,KUTA BARO,ACEH SELATAN
430,ACEH,SAWANG,SIMPANG III,ACEH SELATAN
431,ACEH,SAWANG,BLANG GELINGGANG,ACEH SELATAN
432,ACEH,SAWANG,MEULIGO,ACEH SELATAN
433,ACEH,SAWANG,SAWANG I,ACEH SELATAN
434,ACEH,SAWANG,SAWANG II,ACEH SELATAN
435,ACEH,SAWANG,UJUNG KARANG,ACEH SELATAN
436,ACEH,SAWANG,LHOK PAWOH,ACEH SELATAN
437,ACEH,SAWANG,PANTON LUAS,ACEH SELATAN
438,ACEH,SAWANG,TRIENG MEUDURO TUNONG,ACEH SELATAN
439,ACEH,SAWANG,TRIENG MEUDURO BAROH,ACEH SELATAN
440,ACEH,SAWANG,SIKULAT,ACEH SELATAN
441,ACEH,SAWANG,MUTIARA,ACEH SELATAN
442,ACEH,MEUKEK,ALUE MEUTUAH,ACEH SELATAN
443,ACEH,MEUKEK,LHOK AMAN,ACEH SELATAN
444,ACEH,MEUKEK,LADANG BARO,ACEH SELATAN
445,ACEH,MEUKEK,LABUHAN TAROK,ACEH SELATAN
446,ACEH,MEUKEK,TANJUNG HARAPAN,ACEH SELATAN
447,ACEH,MEUKEK,KUTA BARO,ACEH SELATAN
448,ACEH,MEUKEK,KEUDE MEUKEK,ACEH SELATAN
449,ACEH,MEUKEK,ARON TUNGGAI,ACEH SELATAN
450,ACEH,MEUKEK,BLANG BLADEH,ACEH SELATAN
451,ACEH,MEUKEK,BLANG TEUNGOH,ACEH SELATAN
452,ACEH,MEUKEK,IE BUBOH,ACEH SELATAN
453,ACEH,MEUKEK,KUTA BULOH II,ACEH SELATAN
454,ACEH,MEUKEK,DRIEN JALO,ACEH SELATAN
455,ACEH,MEUKEK,KUTA BULOH I,ACEH SELATAN
456,ACEH,MEUKEK,IE DINGEN,ACEH SELATAN
457,ACEH,MEUKEK,JAMBO PAPEUN,ACEH SELATAN
458,ACEH,MEUKEK,BUKET MEUH,ACEH SELATAN
459,ACEH,MEUKEK,ALUE BARO,ACEH SELATAN
460,ACEH,MEUKEK,ROT TEUNGOH,ACEH SELATAN
461,ACEH,MEUKEK,BLANG KUALA,ACEH SELATAN
462,ACEH,MEUKEK,LADANG TUHA,ACEH SELATAN
463,ACEH,MEUKEK,LHOK MAMPLAM,ACEH SELATAN
464,ACEH,LABUHAN HAJI,PADANG BARU,ACEH SELATAN
465,ACEH,LABUHAN HAJI,LEMBAH BARU,ACEH SELATAN
466,ACEH,LABUHAN HAJI,TENGAH BARU,ACEH SELATAN
467,ACEH,LABUHAN HAJI,PAWOH,ACEH SELATAN
468,ACEH,LABUHAN HAJI,APHA,ACEH SELATAN
469,ACEH,LABUHAN HAJI,PASAR LAMA,ACEH SELATAN
470,ACEH,LABUHAN HAJI,PADANG BAKAU,ACEH SELATAN
471,ACEH,LABUHAN HAJI,BAKAU HULU,ACEH SELATAN
472,ACEH,LABUHAN HAJI,MANGGIS HARAPAN,ACEH SELATAN
473,ACEH,LABUHAN HAJI,UJUNG BATU,ACEH SELATAN
474,ACEH,LABUHAN HAJI,DALAM,ACEH SELATAN
475,ACEH,LABUHAN HAJI,KOTA PALAK,ACEH SELATAN
476,ACEH,LABUHAN HAJI,CACANG,ACEH SELATAN
477,ACEH,LABUHAN HAJI,TENGAH PISANG,ACEH SELATAN
478,ACEH,LABUHAN HAJI,PISANG,ACEH SELATAN
479,ACEH,LABUHAN HAJI,PISANG,ACEH SELATAN
480,ACEH,LABUHAN HAJI,HULU PISANG,ACEH SELATAN
481,ACEH,LABUHAN HAJI TIMUR,KEUMUMU HILIR,ACEH SELATAN
482,ACEH,LABUHAN HAJI TIMUR,PAYA PEULUMAT,ACEH SELATAN
483,ACEH,LABUHAN HAJI TIMUR,TENGAH PEULUMAT,ACEH SELATAN
484,ACEH,LABUHAN HAJI TIMUR,PADANG PEULUMAT,ACEH SELATAN
485,ACEH,LABUHAN HAJI TIMUR,LIMAU SARING,ACEH SELATAN
486,ACEH,LABUHAN HAJI TIMUR,AUR PEULUMAT,ACEH SELATAN
487,ACEH,LABUHAN HAJI TIMUR,KEUMUMU HULU,ACEH SELATAN
488,ACEH,LABUHAN HAJI TIMUR,BEUTONG,ACEH SELATAN
489,ACEH,LABUHAN HAJI TIMUR,PEUNALOP,ACEH SELATAN
490,ACEH,LABUHAN HAJI TIMUR,GUNUNG ROTAN,ACEH SELATAN
491,ACEH,LABUHAN HAJI TIMUR,KEUMUMU SEBERANG,ACEH SELATAN
492,ACEH,LABUHAN HAJI BARAT,PULO IE,ACEH SELATAN
493,ACEH,LABUHAN HAJI BARAT,SUAK LOKAN,ACEH SELATAN
494,ACEH,LABUHAN HAJI BARAT,IKU LHUNG,ACEH SELATAN
495,ACEH,LABUHAN HAJI BARAT,PANTE GEULIMA,ACEH SELATAN
496,ACEH,LABUHAN HAJI BARAT,BLANG BARU,ACEH SELATAN
497,ACEH,LABUHAN HAJI BARAT,BLANG POROH,ACEH SELATAN
498,ACEH,LABUHAN HAJI BARAT,KUTA IBOH,ACEH SELATAN
499,ACEH,LABUHAN HAJI BARAT,TUTONG,ACEH SELATAN
500,ACEH,LABUHAN HAJI BARAT,UJUNG PADANG,ACEH SELATAN
501,ACEH,LABUHAN HAJI BARAT,TENGAH IBOH,ACEH SELATAN
502,ACEH,LABUHAN HAJI BARAT,PEULOKAN,ACEH SELATAN
503,ACEH,LABUHAN HAJI BARAT,KUTA TRIENG,ACEH SELATAN
504,ACEH,LABUHAN HAJI BARAT,PANTON PAWOH,ACEH SELATAN
505,ACEH,KLUET TENGAH,ALUR KEJRUN,ACEH SELATAN
506,ACEH,TRUMON TIMUR,PINTO RIMBA,ACEH SELATAN
507,ACEH,TRUMON TIMUR,JAMBO DALEM,ACEH SELATAN
508,ACEH,TRUMON TIMUR,KAPAI SEUSAK,ACEH SELATAN
509,ACEH,LAUSER,SADE ATE,ACEH TENGGARA
510,ACEH,LAUSER,BUKIT BINTANG INDAH,ACEH TENGGARA
511,ACEH,BABUSSALAM,KUTA RIH,ACEH TENGGARA
512,ACEH,LAWE BULAN,PULONAS BARU,ACEH TENGGARA
513,ACEH,BABUSSALAM,BATU BULAN SEPAKAT,ACEH TENGGARA
514,ACEH,BABUSSALAM,TERUTUNG PEDI,ACEH TENGGARA
515,ACEH,BABUSSALAM,KAMPUNG RAJA,ACEH TENGGARA
516,ACEH,LAWE SUMUR,KISAM KUTE PASIR,ACEH TENGGARA
517,ACEH,BAMBEL,KUTE SERI,ACEH TENGGARA
518,ACEH,BAMBEL,LAWE HIJO AMPERA,ACEH TENGGARA
519,ACEH,BAMBEL,RIKIT,ACEH TENGGARA
520,ACEH,BAMBEL,KUTA BULUH,ACEH TENGGARA
521,ACEH,BAMBEL,KUNING I,ACEH TENGGARA
522,ACEH,LAWE BULAN,KUTE PANGGUH,ACEH TENGGARA
523,ACEH,LAWE BULAN,BAHAGIA,ACEH TENGGARA
524,ACEH,LAWE BULAN,KUTAMBARU,ACEH TENGGARA
525,ACEH,LAWE BULAN,LAWE SAGU HULU,ACEH TENGGARA
526,ACEH,LAWE BULAN,LAWE KULOK,ACEH TENGGARA
527,ACEH,DELENG POKHISEN,LAWE HAKHUM,ACEH TENGGARA
528,ACEH,DELENG POKHISEN,SALANG BARU,ACEH TENGGARA
529,ACEH,DELENG POKHISEN,KAMPUNG SEPAKAT,ACEH TENGGARA
530,ACEH,DELENG POKHISEN,KATI JEROH,ACEH TENGGARA
531,ACEH,DELENG POKHISEN,LAWE PANGKAT,ACEH TENGGARA
532,ACEH,LAWE ALAS,KUTA BATU I,ACEH TENGGARA
533,ACEH,LAWE ALAS,LAWE LUBANG INDAH,ACEH TENGGARA
534,ACEH,LAWE ALAS,MUARA BARU,ACEH TENGGARA
535,ACEH,LAWE ALAS,PAYA MUNJE,ACEH TENGGARA
536,ACEH,BADAR,SALANG ALAS,ACEH TENGGARA
537,ACEH,BADAR,LAWE BEKUNG,ACEH TENGGARA
538,ACEH,BADAR,PURWODADI,ACEH TENGGARA
539,ACEH,SEMADAM,LAWE BERINGIN HORAS,ACEH TENGGARA
540,ACEH,SEMADAM,SELAMAT INDAH,ACEH TENGGARA
541,ACEH,KETAMBE,BUKIT BARU,ACEH TENGGARA
542,ACEH,BUKIT TUSAM,ALUR BULUH,ACEH TENGGARA
543,ACEH,BUKIT TUSAM,KUTA LENGAT SELIAN,ACEH TENGGARA
544,ACEH,BUKIT TUSAM,KUTA LENGAT PAGAN,ACEH TENGGARA
545,ACEH,BUKIT TUSAM,LAWE DUA GAB,ACEH TENGGARA
546,ACEH,BUKIT TUSAM,REMA,ACEH TENGGARA
547,ACEH,TANOH ALAS,KUTE MEJILE,ACEH TENGGARA
548,ACEH,TANOH ALAS,SETAMBUL JAYA,ACEH TENGGARA
549,ACEH,BADAR,LAWE SEKERAH,ACEH TENGGARA
550,ACEH,LAWE BULAN,MBACANG RACUN,ACEH TENGGARA
551,ACEH,LAWE BULAN,KANDANG BELANG MANDIRI,ACEH TENGGARA
552,ACEH,LAWE BULAN,KUTE BULUH BOTONG,ACEH TENGGARA
553,ACEH,LAWE BULAN,PASIR PENJENGAKAN,ACEH TENGGARA
554,ACEH,LAWE BULAN,SIMPANG EMPAT,ACEH TENGGARA
555,ACEH,LAWE ALAS,KUTE BATU BARU,ACEH TENGGARA
556,ACEH,BABUSSALAM,KUTACANE LAMA,ACEH TENGGARA
557,ACEH,BABUSSALAM,GUMPANG JAYA,ACEH TENGGARA
558,ACEH,LAWE ALAS,KUTA BATU II,ACEH TENGGARA
559,ACEH,BAMBEL,LIKAT,ACEH TENGGARA
560,ACEH,BUKIT TUSAM,RIKIT BUR,ACEH TENGGARA
561,ACEH,BUKIT TUSAM,BAMBEL BARU,ACEH TENGGARA
562,ACEH,TANOH ALAS,LAWE TUNGKAL,ACEH TENGGARA
563,ACEH,SEMADAM,LAWE KINGA LAPTER,ACEH TENGGARA
564,ACEH,SEMADAM,LAWE KINGA T TINGGI,ACEH TENGGARA
565,ACEH,LAUSER,PERMATA MUSARA,ACEH TENGGARA
566,ACEH,LAWE ALAS,LAWE SEMPILANG,ACEH TENGGARA
567,ACEH,LAWE ALAS,LAWE KONGKIR,ACEH TENGGARA
568,ACEH,LAWE ALAS,LAWE KONGKIR HILIR,ACEH TENGGARA
569,ACEH,KETAMBE,KETAMBE,ACEH TENGGARA
570,ACEH,KETAMBE,AUNAN SEPAKAT,ACEH TENGGARA
571,ACEH,KETAMBE,SUKA RIMBUN,ACEH TENGGARA
572,ACEH,KETAMBE,BINTANG BENER,ACEH TENGGARA
573,ACEH,DARUL HASANAH,BUNTUL KENDAWI,ACEH TENGGARA
574,ACEH,KETAMBE,DATUK PINDING,ACEH TENGGARA
575,ACEH,KETAMBE,PENUNGKUNEN,ACEH TENGGARA
576,ACEH,DARUL HASANAH,DARUL MAKMUR,ACEH TENGGARA
577,ACEH,KETAMBE,BENER BERPAPAH,ACEH TENGGARA
578,ACEH,KETAMBE,LAWE PENANGGALAN,ACEH TENGGARA
579,ACEH,KETAMBE,LAWE MENGKUDU,ACEH TENGGARA
580,ACEH,KETAMBE,KATI MAJU,ACEH TENGGARA
581,ACEH,DARUL HASANAH,HUTAN,ACEH TENGGARA
582,ACEH,DARUL HASANAH,KUNING ABADI,ACEH TENGGARA
583,ACEH,KETAMBE,LAWE BERINGIN,ACEH TENGGARA
584,ACEH,DARUL HASANAH,MAKMUR JAYA,ACEH TENGGARA
585,ACEH,DARUL HASANAH,SERIMUDA,ACEH TENGGARA
586,ACEH,DARUL HASANAH,LAWE PINIS,ACEH TENGGARA
587,ACEH,KETAMBE,LAWE GEKH GEKH,ACEH TENGGARA
588,ACEH,KETAMBE,JONGAR,ACEH TENGGARA
589,ACEH,KETAMBE,LAWE SEMBEKAN,ACEH TENGGARA
590,ACEH,KETAMBE,DELENG DAMAR,ACEH TENGGARA
591,ACEH,KETAMBE,PENYEBRANGAN CINGKAM,ACEH TENGGARA
592,ACEH,DARUL HASANAH,RAMBUNG TELDAK,ACEH TENGGARA
593,ACEH,DARUL HASANAH,RAMBUNG JAYA,ACEH TENGGARA
594,ACEH,DARUL HASANAH,TANJUNG LAMA,ACEH TENGGARA
595,ACEH,DARUL HASANAH,TANJUNG AMAN,ACEH TENGGARA
596,ACEH,DARUL HASANAH,TANJUNG BARU,ACEH TENGGARA
597,ACEH,DARUL HASANAH,TANJUNG LEUSER,ACEH TENGGARA
598,ACEH,BADAR,NATAM,ACEH TENGGARA
599,ACEH,BADAR,NATAM BARU,ACEH TENGGARA
600,ACEH,DARUL HASANAH,SIMPANG IV TANJUNG,ACEH TENGGARA
601,ACEH,DARUL HASANAH,TANJUNG MUDA,ACEH TENGGARA
602,ACEH,DARUL HASANAH,UJUNG BARU,ACEH TENGGARA
603,ACEH,DARUL HASANAH,KUTA UJUNG,ACEH TENGGARA
604,ACEH,DARUL HASANAH,TERUTUNG KUTE,ACEH TENGGARA
605,ACEH,DARUL HASANAH,KUTE RAMBE,ACEH TENGGARA
606,ACEH,DARUL HASANAH,ISTIQOMAH,ACEH TENGGARA
607,ACEH,DARUL HASANAH,PULO PIKU,ACEH TENGGARA
608,ACEH,DARUL HASANAH,PULO GADUNG,ACEH TENGGARA
609,ACEH,DARUL HASANAH,GULO,ACEH TENGGARA
610,ACEH,DARUL HASANAH,LAWE STUL,ACEH TENGGARA
611,ACEH,BADAR,KUTA PASIR,ACEH TENGGARA
612,ACEH,BADAR,KUMBANG JAYA,ACEH TENGGARA
613,ACEH,BADAR,KUMBANG INDAH,ACEH TENGGARA
614,ACEH,BADAR,KAMPUNG BARU,ACEH TENGGARA
615,ACEH,BADAR,LAWE BEKUNG TEMPAHAN,ACEH TENGGARA
616,ACEH,DELENG POKHISEN,SALANG MUARA,ACEH TENGGARA
617,ACEH,DELENG POKHISEN,SALANG SIGOTOM,ACEH TENGGARA
618,ACEH,DELENG POKHISEN,TANOH KHUKAHEN,ACEH TENGGARA
619,ACEH,DELENG POKHISEN,KANE LOT,ACEH TENGGARA
620,ACEH,BABUSSALAM,MEDABE,ACEH TENGGARA
621,ACEH,BABUSSALAM,BATUMBULAN BARU,ACEH TENGGARA
622,ACEH,DELENG POKHISEN,LEMBAH ALAS,ACEH TENGGARA
623,ACEH,DELENG POKHISEN,PESELUK PESIMBE,ACEH TENGGARA
624,ACEH,DELENG POKHISEN,KAYA PANGUR,ACEH TENGGARA
625,ACEH,DELENG POKHISEN,MUHAJIRIN,ACEH TENGGARA
626,ACEH,DELENG POKHISEN,BERINGIN NARU,ACEH TENGGARA
627,ACEH,DELENG POKHISEN,TADING NIULIHI,ACEH TENGGARA
628,ACEH,DELENG POKHISEN,RANTO DIUR,ACEH TENGGARA
629,ACEH,DELENG POKHISEN,BUNGA MELUR,ACEH TENGGARA
630,ACEH,DELENG POKHISEN,TERUTUNG MBELANG,ACEH TENGGARA
631,ACEH,DELENG POKHISEN,GUSUNG BATU,ACEH TENGGARA
632,ACEH,BABUSSALAM,KAMPUNG MELAYU GABUNGAN,ACEH TENGGARA
633,ACEH,BABUSSALAM,KAMPUNG MELAYU I,ACEH TENGGARA
634,ACEH,BABUSSALAM,PULO PEDING,ACEH TENGGARA
635,ACEH,BABUSSALAM,BATU BULAN ASLI,ACEH TENGGARA
636,ACEH,BABUSSALAM,BATU BULAN I,ACEH TENGGARA
637,ACEH,BABUSSALAM,BATU BULAN II,ACEH TENGGARA
638,ACEH,BABUSSALAM,UJUNG BARAT,ACEH TENGGARA
639,ACEH,BABUSSALAM,MBARUNG DATUK SAUDANE,ACEH TENGGARA
640,ACEH,BABUSSALAM,PULO SANGGAR,ACEH TENGGARA
641,ACEH,BABUSSALAM,KOTA KUTACANE,ACEH TENGGARA
642,ACEH,DELENG POKHISEN,PENAMPAAN,ACEH TENGGARA
643,ACEH,DELENG POKHISEN,TUALANG LAMA,ACEH TENGGARA
644,ACEH,LAWE BULAN,KUTE GENTING,ACEH TENGGARA
645,ACEH,DELENG POKHISEN,TENEMBAK LANG LANG,ACEH TENGGARA
646,ACEH,LAWE BULAN,LAWE SAGU HILIR,ACEH TENGGARA
647,ACEH,LAWE BULAN,LAWE SAGU,ACEH TENGGARA
648,ACEH,LAWE BULAN,TELAGA MEKAR,ACEH TENGGARA
649,ACEH,LAWE ALAS,PRAPAT BATU NUNGGUL,ACEH TENGGARA
650,ACEH,LAWE ALAS,PULO GADUNG,ACEH TENGGARA
651,ACEH,BABUSSALAM,PERAPAT HULU,ACEH TENGGARA
652,ACEH,BABUSSALAM,PULO LATONG,ACEH TENGGARA
653,ACEH,LAWE BULAN,PERAPAT TIMUR,ACEH TENGGARA
654,ACEH,LAWE BULAN,KUTA GALUH,ACEH TENGGARA
655,ACEH,BABUSSALAM,PERAPAT TITI PANJANG,ACEH TENGGARA
656,ACEH,BABUSSALAM,PERAPAT HILIR,ACEH TENGGARA
657,ACEH,BABUSSALAM,PERAPAT SEPAKAT,ACEH TENGGARA
658,ACEH,BAMBEL,BAMBEL,ACEH TENGGARA
659,ACEH,BAMBEL,PANCAR IMAN,ACEH TENGGARA
660,ACEH,LAWE SUMUR,KISAM GABUNGAN,ACEH TENGGARA
661,ACEH,LAWE SUMUR,KISAM LESTARI,ACEH TENGGARA
662,ACEH,LAWE BULAN,KUTE MBARU BENCAWAN,ACEH TENGGARA
663,ACEH,LAWE BULAN,KP NANGKA GAB,ACEH TENGGARA
664,ACEH,LAWE BULAN,LAWE KINGE,ACEH TENGGARA
665,ACEH,LAWE BULAN,TENEMBAK JUHAR,ACEH TENGGARA
666,ACEH,LAWE SUMUR,TIGER MIKO,ACEH TENGGARA
667,ACEH,LAWE SUMUR,BUAH PALA,ACEH TENGGARA
668,ACEH,LAWE SUMUR,PENOSAN,ACEH TENGGARA
669,ACEH,LAWE SUMUR,KISAM KUTA RAMBE,ACEH TENGGARA
670,ACEH,LAWE SUMUR,TERUTUNG MEGARE LAWE PASARAN,ACEH TENGGARA
671,ACEH,BAMBEL,TERUTUNG MEGARA ASLI,ACEH TENGGARA
672,ACEH,BAMBEL,TERUTUNG SEPERAI,ACEH TENGGARA
673,ACEH,LAWE SUMUR,LAWE SUMUR,ACEH TENGGARA
674,ACEH,LAWE SUMUR,LAWE SUMUR SEPAKAT,ACEH TENGGARA
675,ACEH,LAWE SUMUR,TERUTUNG MEGARA BARU,ACEH TENGGARA
676,ACEH,BAMBEL,BIAK MULI BARU,ACEH TENGGARA
677,ACEH,BAMBEL,KUTE ANTARA,ACEH TENGGARA
678,ACEH,LAWE SUMUR,BERANDANG,ACEH TENGGARA
679,ACEH,BAMBEL,BIAK MULI SEJAHTERA,ACEH TENGGARA
680,ACEH,BAMBEL,BIAK MULI,ACEH TENGGARA
681,ACEH,BAMBEL,BIAK MULI PANTE RAJA,ACEH TENGGARA
682,ACEH,LAWE ALAS,KUTA CINGKAM I,ACEH TENGGARA
683,ACEH,LAWE ALAS,KUTA CINGKAM II,ACEH TENGGARA
684,ACEH,LAWE ALAS,PULO NDADAP,ACEH TENGGARA
685,ACEH,LAWE ALAS,RIH MBELANG,ACEH TENGGARA
686,ACEH,LAWE ALAS,BATU HAMPARAN,ACEH TENGGARA
687,ACEH,LAWE ALAS,KUBU,ACEH TENGGARA
688,ACEH,LAWE ALAS,NGKERAN,ACEH TENGGARA
689,ACEH,LAWE ALAS,CINGKAM MERANGGUN,ACEH TENGGARA
690,ACEH,LAWE ALAS,DARUL AMIN,ACEH TENGGARA
691,ACEH,LAWE ALAS,PASIR NUNGGUL,ACEH TENGGARA
692,ACEH,LAWE ALAS,PASIR BANGUN,ACEH TENGGARA
693,ACEH,BAMBEL,PEDESI,ACEH TENGGARA
694,ACEH,BAMBEL,PULO PERENGGE,ACEH TENGGARA
695,ACEH,BAMBEL,LEMBAH HAJI,ACEH TENGGARA
696,ACEH,BAMBEL,KUTA LANG LANG BARU,ACEH TENGGARA
697,ACEH,BAMBEL,KUTA LANG LANG,ACEH TENGGARA
698,ACEH,LAWE SUMUR,KUTA LESUNG,ACEH TENGGARA
699,ACEH,LAWE SUMUR,SETIA BARU,ACEH TENGGARA
700,ACEH,BAMBEL,LAWE HIJO,ACEH TENGGARA
701,ACEH,BAMBEL,LAWE HIJO METUAH,ACEH TENGGARA
702,ACEH,BAMBEL,PINDING,ACEH TENGGARA
703,ACEH,BAMBEL,PULO KEDONDONG,ACEH TENGGARA
704,ACEH,BAMBEL,CINTA DAMAI,ACEH TENGGARA
705,ACEH,BAMBEL,KUNING II,ACEH TENGGARA
706,ACEH,BAMBEL,TUALANG SEMBILAR BARU,ACEH TENGGARA
707,ACEH,BAMBEL,TERUTUNG PAYUNG GABUNGAN,ACEH TENGGARA
708,ACEH,BAMBEL,TUALANG SEMBILAR,ACEH TENGGARA
709,ACEH,BAMBEL,TERUTUNG PAYUNG HILIR,ACEH TENGGARA
710,ACEH,BAMBEL,TERUTUNG PAYUNG HULU,ACEH TENGGARA
711,ACEH,LAWE ALAS,DELENG KUKUSEN,ACEH TENGGARA
712,ACEH,LAWE ALAS,PASIR NUNANG,ACEH TENGGARA
713,ACEH,LAWE ALAS,RUMAH KAMPUNG,ACEH TENGGARA
714,ACEH,TANOH ALAS,ALUR NANGKA,ACEH TENGGARA
715,ACEH,TANOH ALAS,RUMAH LUAR,ACEH TENGGARA
716,ACEH,BUKIT TUSAM,KUTA LINGGA,ACEH TENGGARA
717,ACEH,BUKIT TUSAM,PAYE RAMBUNG,ACEH TENGGARA
718,ACEH,BUKIT TUSAM,GUMPANG,ACEH TENGGARA
719,ACEH,BUKIT TUSAM,RIKIT BUR II,ACEH TENGGARA
720,ACEH,BUKIT TUSAM,SEBUDI JAYA,ACEH TENGGARA
721,ACEH,BUKIT TUSAM,KERUKUNAN,ACEH TENGGARA
722,ACEH,BUKIT TUSAM,PEJUANG,ACEH TENGGARA
723,ACEH,BUKIT TUSAM,EMPAT LIMA,ACEH TENGGARA
724,ACEH,BUKIT TUSAM,DARUSSALAM,ACEH TENGGARA
725,ACEH,BUKIT TUSAM,KUTE GEKHAT,ACEH TENGGARA
726,ACEH,BUKIT TUSAM,MAHA SINGKIL,ACEH TENGGARA
727,ACEH,BUKIT TUSAM,TENEMBAK BINTANG,ACEH TENGGARA
728,ACEH,BUKIT TUSAM,MBAK SAKO,ACEH TENGGARA
729,ACEH,BUKIT TUSAM,TUALANG BARU,ACEH TENGGARA
730,ACEH,TANOH ALAS,ALUR LANGSAT,ACEH TENGGARA
731,ACEH,TANOH ALAS,RUTUNG MBELANG,ACEH TENGGARA
732,ACEH,TANOH ALAS,RAMBAH SAYANG,ACEH TENGGARA
733,ACEH,TANOH ALAS,TIMANG RASA,ACEH TENGGARA
734,ACEH,TANOH ALAS,SALIM PINIM II,ACEH TENGGARA
735,ACEH,TANOH ALAS,SALIM PINIM,ACEH TENGGARA
736,ACEH,SEMADAM,SEPAKAT SEGENEP,ACEH TENGGARA
737,ACEH,SEMADAM,LAWE KINGA GAB,ACEH TENGGARA
738,ACEH,SEMADAM,SEMADAM ASAL,ACEH TENGGARA
739,ACEH,SEMADAM,SEMADAM AWAL,ACEH TENGGARA
740,ACEH,BUKIT TUSAM,AMALIAH,ACEH TENGGARA
741,ACEH,SEMADAM,KEBUN SERE,ACEH TENGGARA
742,ACEH,TANOH ALAS,TENEMBAK ALAS,ACEH TENGGARA
743,ACEH,LAWE SIGALA GALA,LAWE SERKE,ACEH TENGGARA
744,ACEH,LAWE SIGALA GALA,SEBUNGKE,ACEH TENGGARA
745,ACEH,LAWE SIGALA GALA,ENMYA BATU DUA RATUS,ACEH TENGGARA
746,ACEH,LAWE SIGALA GALA,LAWE KESUMPAT,ACEH TENGGARA
747,ACEH,LAWE SIGALA GALA,BUKIT MERDEKA,ACEH TENGGARA
748,ACEH,LAWE SIGALA GALA,BUKIT SEPAKAT,ACEH TENGGARA
749,ACEH,LAWE SIGALA GALA,LAWE TUA MAKMUR,ACEH TENGGARA
750,ACEH,LAWE SIGALA GALA,LAWE TUA PERSATUAN,ACEH TENGGARA
751,ACEH,LAWE SIGALA GALA,LAWE TUA GAB,ACEH TENGGARA
752,ACEH,TANOH ALAS,JAMBUR DAMAR,ACEH TENGGARA
753,ACEH,TANOH ALAS,JAMBUR PERMATA,ACEH TENGGARA
754,ACEH,BABUL RAHMAN,TITI HARAPAN,ACEH TENGGARA
755,ACEH,BABUL RAHMAN,TITI MAS,ACEH TENGGARA
756,ACEH,BABUL RAHMAN,TUHI JONGKAT,ACEH TENGGARA
757,ACEH,BABUL RAHMAN,ALAS MESIKHAT,ACEH TENGGARA
758,ACEH,BABUL RAHMAN,DOLOK NAULI,ACEH TENGGARA
759,ACEH,BABUL RAHMAN,LUMBAN TUA,ACEH TENGGARA
760,ACEH,BABUL RAHMAN,UKIR DELENG,ACEH TENGGARA
761,ACEH,BABUL RAHMAN,MUTIARA DAMAI,ACEH TENGGARA
762,ACEH,BABUL RAHMAN,PINGGAN MBLANG,ACEH TENGGARA
